Marital_status,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Educational_special_needs,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,total_approved_units,total_enrolled_units,total_evaluations,total_grade,approval_ratio,avg_grade,Application_mode_2,Application_mode_5,Application_mode_7,Application_mode_10,Application_mode_15,Application_mode_16,Application_mode_17,Application_mode_18,Application_mode_26,Application_mode_27,Application_mode_39,Application_mode_42,Application_mode_43,Application_mode_44,Application_mode_51,Application_mode_53,Application_mode_57,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Gender_1,Displaced_1,Debtor_1,Tuition_fees_up_to_date_1,Scholarship_holder_1
1,2,1,1,133.0,19,37,4,9,130.2,0,19,0,12.7,3.7,-1.7,1,0,12,6,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,42,110.0,1,1,4,7,111.8,0,21,0,8.9,1.4,3.51,0,11,12,15,21.57142857142857,0.9166666666666666,1.4380952380952379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,1,149.0,38,37,5,5,137.1,0,18,0,10.8,1.4,1.74,0,9,10,12,25.25,0.9,2.1041666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,1,127.0,19,37,9,3,120.7,0,20,0,15.5,2.8,-4.06,1,5,12,13,13.2,0.4166666666666667,1.0153846153846153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,137.0,19,38,5,8,137.4,0,18,0,10.8,1.4,1.74,0,3,12,24,23.0,0.25,0.9583333333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,1,1,135.0,19,1,5,4,127.3,0,18,0,15.5,2.8,-4.06,0,15,15,16,27.85125,1.0,1.740703125,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,137.0,3,19,3,5,136.3,0,20,0,10.8,1.4,1.74,0,8,10,16,24.75,0.8,1.546875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,140.0,19,19,7,7,124.6,0,18,0,16.2,0.3,-0.92,0,12,14,15,25.166666666666664,0.8571428571428571,1.6777777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,1,1,122.0,1,1,9,8,120.3,0,21,0,11.1,0.6,2.02,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,4,1,1,127.0,1,38,4,7,121.8,0,20,0,12.7,3.7,-1.7,0,15,15,23,22.8625,1.0,0.9940217391304348,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,4,1,1,142.0,19,19,1,1,125.5,0,18,0,12.7,3.7,-1.7,0,14,16,24,25.714285714285715,0.875,1.0714285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,4,1,1,125.0,1,38,4,7,114.9,0,19,0,11.1,0.6,2.02,0,12,12,15,25.660714285714285,1.0,1.7107142857142856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,1,126.0,19,19,3,7,123.9,0,19,0,11.1,0.6,2.02,0,13,15,17,27.41095238095238,0.8666666666666667,1.6124089635854342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,151.0,19,38,9,9,157.0,0,18,0,7.6,2.6,0.32,0,9,12,20,22.6,0.75,1.1300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
1,2,1,1,115.0,19,38,7,8,116.4,0,21,0,16.2,0.3,-0.92,0,12,12,18,24.660714285714285,1.0,1.3700396825396826,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,138.0,19,19,3,3,131.0,0,18,0,9.4,-0.8,-3.12,0,9,10,16,25.666666666666664,0.9,1.6041666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,135.0,19,1,9,9,122.1,0,20,0,16.2,0.3,-0.92,0,10,10,12,24.333333333333336,1.0,2.027777777777778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,1,1,127.0,3,3,1,10,118.8,0,19,0,16.2,0.3,-0.92,0,12,14,16,26.65,0.8571428571428571,1.665625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,39,150.0,4,5,4,2,150.0,0,21,0,16.2,0.3,-0.92,0,10,12,32,22.42857142857143,0.8333333333333334,0.7008928571428572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,125.0,42,3,125,124,130.0,0,20,0,8.9,1.4,3.51,0,10,12,16,26.233333333333334,0.8333333333333334,1.6395833333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,143.0,1,1,4,6,138.8,0,18,0,8.9,1.4,3.51,0,5,10,17,24.833333333333336,0.5,1.4607843137254903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,138.0,19,1,9,5,134.5,0,19,0,12.4,0.5,1.79,0,12,12,14,27.041666666666664,1.0,1.9315476190476188,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0,1,130.0,2,37,3,9,131.4,0,34,0,13.9,-0.3,0.79,0,10,10,15,25.82857142857143,1.0,1.721904761904762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,130.0,38,37,9,6,102.5,0,37,0,8.9,1.4,3.51,1,1,14,14,10.0,0.07142857142857142,0.7142857142857143,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,10,133.1,34,37,0,0,128.8,0,43,0,7.6,2.6,0.32,1,0,10,0,0.0,0.0,1.42364417989418,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,140.0,37,37,6,6,122.9,0,55,0,16.2,0.3,-0.92,1,3,10,18,22.0,0.3,1.2222222222222223,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1,0,1,120.0,19,19,9,3,113.9,0,39,0,7.6,2.6,0.32,0,10,10,13,22.6,1.0,1.7384615384615385,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,39,120.0,4,4,3,6,120.0,0,20,1,12.4,0.5,1.79,1,6,12,24,23.666666666666664,0.5,0.986111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,5,1,1,126.0,3,3,2,2,121.1,0,18,0,12.7,3.7,-1.7,1,4,11,11,12.75,0.36363636363636365,1.1590909090909092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,2,1,1,133.0,3,19,2,7,120.4,0,22,0,8.9,1.4,3.51,0,10,10,10,30.6,1.0,3.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,6,1,1,103.0,1,3,2,2,100.6,1,22,0,11.1,0.6,2.02,0,12,15,18,28.270857142857142,0.8,1.5706031746031746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,120.0,1,38,5,5,121.4,0,20,0,12.4,0.5,1.79,1,9,12,14,26.8,0.75,1.9142857142857144,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,133.1,37,37,9,9,109.7,0,29,0,16.2,0.3,-0.92,1,0,10,0,0.0,0.0,1.42364417989418,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,1,154.0,38,38,4,5,134.1,0,24,0,7.6,2.6,0.32,0,5,10,20,25.833333333333336,0.5,1.2916666666666667,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,1,1,130.0,19,19,9,9,127.6,0,18,0,11.1,0.6,2.02,0,11,12,14,24.866666666666667,0.9166666666666666,1.7761904761904763,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,6,1,1,132.0,37,19,7,7,132.4,0,22,0,11.1,0.6,2.02,0,13,15,17,27.288095238095238,0.8666666666666667,1.6051820728291317,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,0,39,130.0,1,19,9,9,133.4,0,21,0,12.4,0.5,1.79,0,12,12,13,24.785714285714285,1.0,1.9065934065934065,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,1,1,1,139.0,37,38,9,9,126.1,0,19,0,12.7,3.7,-1.7,0,11,12,14,25.166666666666668,0.9166666666666666,1.7976190476190477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,1,1,1,130.0,19,38,9,7,113.5,0,24,0,12.4,0.5,1.79,0,12,12,12,27.833333333333332,1.0,2.319444444444444,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,1,1,1,139.0,37,38,6,6,121.3,0,19,0,9.4,-0.8,-3.12,0,12,16,20,23.666666666666668,0.75,1.1833333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,1,1,1,127.0,1,19,7,7,121.8,0,20,0,9.4,-0.8,-3.12,0,7,12,23,25.0,0.5833333333333334,1.0869565217391304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
1,3,1,1,167.0,37,37,90,90,159.3,0,19,0,7.6,2.6,0.32,0,10,10,12,30.514285714285712,1.0,2.5428571428571427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,1,130.0,38,38,9,9,120.0,0,27,0,9.4,-0.8,-3.12,1,10,10,22,21.6,1.0,0.9818181818181819,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,130.0,1,19,5,5,129.1,0,18,0,15.5,2.8,-4.06,0,15,15,19,26.639444444444443,1.0,1.4020760233918128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2,1,1,3,130.0,1,3,4,3,130.0,0,39,0,12.4,0.5,1.79,1,0,12,16,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,40,129.0,3,3,2,2,155.3,0,27,0,12.4,0.5,1.79,1,15,17,22,25.9,0.8823529411764706,1.1772727272727272,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,141.0,38,38,7,10,139.8,0,18,0,9.4,-0.8,-3.12,0,16,16,16,29.87,1.0,1.866875,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,3,1,1,125.0,38,37,4,9,115.2,0,18,0,7.6,2.6,0.32,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2,1,1,125.0,19,19,9,9,114.9,0,18,0,16.2,0.3,-0.92,0,13,15,20,25.354761904761904,0.8666666666666667,1.2677380952380952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,39,130.0,19,1,9,9,131.9,0,21,0,13.9,-0.3,0.79,0,12,12,14,24.0,1.0,1.7142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,3,1,1,133.0,1,37,4,7,126.0,0,19,0,10.8,1.4,1.74,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
1,1,1,1,127.0,1,1,3,4,130.2,0,19,0,10.8,1.4,1.74,0,6,12,14,21.4,0.5,1.5285714285714285,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,116.0,1,1,3,3,120.9,0,24,0,12.7,3.7,-1.7,0,0,12,12,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4,1,1,19,133.1,1,1,5,5,126.0,0,29,0,13.9,-0.3,0.79,1,10,15,20,22.9,0.6666666666666666,1.145,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,3,1,1,139.0,19,19,5,3,128.2,0,19,0,10.8,1.4,1.74,0,0,0,0,0.0,0.8571428571428571,1.42364417989418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
1,1,1,39,130.0,19,37,9,9,130.0,0,23,0,8.9,1.4,3.51,0,12,12,15,25.0,1.0,1.6666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
